iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw
2685,-0.949983,0.0123545,-0.312057,-0.00336372,-0.0188797,0.00218357,-0.00124281,-0.00150068,-0.0386769,0.317357,3.12859,0.0491443,0.000389521,0.0248982
2686,0.0270268,-0.99928,0.0266164,0.307851,-0.0188626,0.00181072,-0.00123244,-0.00138551,-2.22758,-0.0266196,-1.54376,0.0482966,0.000379465,0.0243142
2687,0.257425,0.384121,0.88667,0.148007,-0.0187598,0.001953,-0.000901999,-0.00132991,2.89129,-1.09009,0.980374,0.0493547,-2.63675e-05,0.02467
2688,0.494409,0.724324,-0.480536,0.118342,-0.0185689,0.00222174,-0.00108043,-0.00128539,-2.59811,0.501265,0.971857,0.0483698,0.000160125,0.0250224
2689,0.340321,0.905197,-0.254557,-0.817013,-0.0184354,0.00255754,-0.0011747,-0.00158875,0.052864,0.257389,1.21118,0.0483714,0.000255785,0.0254635
2690,0.084691,-0.581275,-0.809288,-0.735617,-0.0183971,0.00234051,-0.00147511,-0.00186162,-0.735919,0.942938,-1.42612,0.0480799,0.000606224,0.0249239
2691,-0.212576,0.400396,0.891344,-0.426219,-0.0184693,0.00248843,-0.00114333,-0.00201931,3.04453,-1.1003,2.05887,0.0491934,0.000197117,0.0256797
2692,-0.716943,0.340742,0.608184,0.155117,-0.0187287,0.00261408,-0.000916985,-0.00196094,0.324016,-0.653771,2.69792,0.0492955,-4.58133e-05,0.0266724
2693,0.403732,0.867511,-0.29056,0.794136,-0.0185719,0.00293524,-0.00102454,-0.00166533,-0.459579,0.294812,1.13522,0.0491065,6.36773e-05,0.027084
2694,-0.107455,0.335085,-0.93604,-0.638295,-0.0186048,0.00305854,-0.00137161,-0.00190164,2.11767,1.2112,1.88112,0.0498744,0.000513247,0.0277722
2695,0.182111,-0.451734,-0.873368,0.416827,-0.0185304,0.00288978,-0.00169517,-0.00174627,1.24062,1.06208,-1.18759,0.0503162,0.000907147,0.0273212
2696,-0.303159,0.503554,0.809029,-0.553414,-0.0186359,0.00307549,-0.00139446,-0.00195089,-2.17781,-0.942498,2.11271,0.0494897,0.00055722,0.0280948
2697,0.773241,0.573662,-0.270205,-0.505142,-0.0183423,0.00328705,-0.00149413,-0.00213747,-1.91818,0.273606,0.638292,0.0487602,0.000658461,0.028321
2698,0.244888,-0.354849,0.902282,-0.785219,-0.0182448,0.00315431,-0.00115915,-0.00242771,0.833794,-1.12503,-0.966732,0.0490511,0.000241229,0.0279522
2699,-0.297247,-0.953342,-0.0527624,-0.0699964,-0.0183481,0.00279992,-0.00117827,-0.00245275,-2.97661,0.0527869,-1.87304,0.0479301,0.000260698,0.0272479
2700,0.384608,0.912109,0.14189,0.783206,-0.0181989,0.0031367,-0.00112528,-0.00216176,0.594112,-0.142371,1.17175,0.0481324,0.000207872,0.0276718
2701,0.823626,-0.561286,0.0812286,0.309419,-0.0178872,0.00292773,-0.00109479,-0.0020464,-2.45652,-0.0813182,-0.598189,0.0472051,0.000177688,0.02744
2702,0.332707,-0.941658,-0.0508572,0.584168,-0.0177575,0.00257815,-0.00111321,-0.00182945,-1.58255,0.0508791,-1.23117,0.0466019,0.000196452,0.0269742
2703,0.861792,0.495121,-0.110317,0.659397,-0.0174321,0.00276037,-0.00115361,-0.00158482,-1.60716,0.110542,0.521477,0.0459901,0.000237276,0.0271572
2704,-0.73313,-0.469327,0.492191,-0.236138,-0.0176968,0.00258578,-0.000971158,-0.00167156,-0.271137,-0.514605,-2.57216,0.0458728,4.68753e-05,0.0261959
2705,-0.239033,0.466723,-0.851489,0.378292,-0.0177786,0.00275736,-0.00128558,-0.0015311,-2.98139,1.01882,2.04412,0.0447537,0.0004235,0.0269419
2706,-0.00814149,-0.995556,-0.0938166,0.0262658,-0.017775,0.00238844,-0.00131978,-0.00152082,2.97225,0.0939548,-1.57897,0.0458355,0.000458065,0.0263484
2707,-0.173498,0.634586,-0.753126,0.623131,-0.0178325,0.00262198,-0.0015975,-0.00129007,1.57029,0.852801,1.83768,0.0463987,0.000772931,0.0270176
2708,0.831716,-0.0890467,-0.548015,-0.62744,-0.0175188,0.00258813,-0.00179928,-0.00152129,-1.74342,0.579989,-0.106658,0.0457378,0.000986822,0.0269682
2709,-0.840333,0.218989,-0.495868,-0.102867,-0.0178226,0.00266801,-0.00198166,-0.0015587,-0.154473,0.518834,2.88666,0.0456638,0.00117798,0.0280238
2710,0.622775,0.61733,-0.480681,-0.399364,-0.0175862,0.00289482,-0.00215831,-0.0017055,2.43298,0.501431,0.781007,0.0465448,0.00136258,0.0283017
2711,-0.99586,-0.0814108,-0.0404455,0.0355609,-0.017947,0.00286373,-0.00217243,-0.00169175,-2.26775,0.0404565,-3.06002,0.0456911,0.001377,0.0271625
2712,0.00990803,-0.230141,0.973107,-0.709647,-0.0179368,0.00277781,-0.00181281,-0.00195279,1.19305,-1.33835,-1.52777,0.0461142,0.000882994,0.0265891
2713,-0.412852,-0.274729,0.868376,-0.541499,-0.0180823,0.00267552,-0.00149206,-0.00215167,2.11195,-1.05192,-2.55444,0.0468756,0.000494936,0.0256378
2714,-0.148631,-0.85727,-0.492948,-0.184925,-0.0181304,0.00235867,-0.00167315,-0.00221901,3.10923,0.515474,-1.74247,0.048004,0.000684686,0.0249863
2715,0.17883,0.365451,0.913491,-0.513338,-0.0180579,0.0024924,-0.00133607,-0.00240727,-2.44671,-1.15178,1.11571,0.0470851,0.000260204,0.025388
2716,-0.373869,-0.279464,0.884377,-0.242033,-0.0181889,0.00238859,-0.00100996,-0.0024955,-0.1131,-1.08516,-2.4997,0.0470261,-0.000139434,0.0244583
2717,-0.39747,0.145286,0.906041,0.472428,-0.0183285,0.00244118,-0.000676117,-0.0023207,-1.5309,-1.13383,2.79115,0.0464454,-0.000556693,0.0254766
2718,-0.601426,0.779127,-0.17677,0.433633,-0.018543,0.00272694,-0.000740905,-0.00216031,-0.121049,0.177704,2.22818,0.0463838,-0.000491108,0.026287
2719,0.764654,-0.611067,0.2047,-0.158697,-0.018255,0.0025012,-0.000665347,-0.00221788,2.87455,-0.206157,-0.674218,0.0474239,-0.000566748,0.0260294
2720,-0.33686,0.704151,0.625058,-0.539241,-0.0183721,0.00275916,-0.000435302,-0.00241531,-0.299801,-0.675206,2.01701,0.0472963,-0.000814777,0.0267614
2721,-0.771845,0.240658,0.588506,0.234877,-0.018649,0.00284659,-0.000218859,-0.00232811,2.41337,-0.629209,2.83935,0.0481658,-0.00104572,0.027795
2722,0.186271,-0.907938,0.375436,-0.285798,-0.0185737,0.00251199,-8.08522e-05,-0.00243225,2.69644,-0.384867,-1.36845,0.0491387,-0.00118673,0.0272821
2723,0.709353,0.335927,0.619654,-0.677214,-0.0183064,0.00263443,0.000146741,-0.00268005,1.34175,-0.668302,0.442279,0.0496134,-0.00143172,0.0274345
2724,0.906909,0.100222,-0.409233,-0.770795,-0.0179667,0.00267026,-3.54577e-06,-0.00296203,1.34555,0.421614,0.110063,0.0500892,-0.00127642,0.0274648
2725,0.877469,-0.457136,-0.145169,0.932264,-0.0176381,0.00250152,-5.68175e-05,-0.00261883,-0.587352,0.145684,-0.480283,0.0498553,-0.00122249,0.0272785
2726,0.178954,-0.529092,-0.82948,-0.496307,-0.017566,0.00230651,-0.000361081,-0.00279994,1.00634,0.978176,-1.24465,0.0502061,-0.000863206,0.0268119
2727,0.628373,0.645786,-0.433713,0.884165,-0.0173292,0.00254248,-0.000519993,-0.00247468,0.593975,0.44861,0.799064,0.0504055,-0.000698383,0.0270951
2728,-0.199945,-0.121539,-0.97224,-0.177233,-0.0173961,0.00249699,-0.000876195,-0.00253874,0.115071,1.33462,-2.59541,0.0504292,-0.000208897,0.0261338
2729,0.186879,-0.881679,-0.433265,-0.529143,-0.0173212,0.002173,-0.00103464,-0.00273171,1.26203,0.448113,-1.36193,0.0508732,-4.4616e-05,0.0256251
2730,-0.0769941,0.9646,-0.252227,0.34678,-0.0173431,0.00252554,-0.00112665,-0.00260368,-1.79425,0.254981,1.65045,0.0501973,4.87998e-05,0.0262203
2731,-0.0409372,0.874632,-0.483056,-0.550073,-0.0173517,0.00284487,-0.00130312,-0.00280415,-0.778509,0.504142,1.61757,0.0498939,0.000233382,0.026803
2732,0.390116,-0.202323,-0.898262,0.750259,-0.0172026,0.00276977,-0.00163143,-0.0025285,-1.20452,1.1158,-0.478434,0.0494347,0.000641715,0.0266181
2733,0.940317,-0.29353,0.172173,-0.602752,-0.0168522,0.00266136,-0.00156784,-0.00274812,-1.7981,-0.173036,-0.302575,0.0487587,0.000578167,0.0264976
2734,-0.599966,-0.0301216,0.799458,0.102535,-0.0170655,0.00264937,-0.00127485,-0.00270961,-0.563023,-0.926392,-3.09143,0.048535,0.000239114,0.0253572
2735,-0.817326,0.223217,-0.531181,-0.255869,-0.0173581,0.00273001,-0.0014686,-0.00280218,-2.89197,0.559993,2.87499,0.0474598,0.000443777,0.0263991
2736,0.0312897,-0.682251,0.730448,-0.716454,-0.0173403,0.00247966,-0.00120109,-0.00306302,0.651236,-0.818978,-1.52497,0.0476805,0.000144281,0.0258321
2737,0.123051,-0.309283,0.942975,0.586594,-0.0172891,0.00236575,-0.000856119,-0.00284758,2.23822,-1.23146,-1.19214,0.0484808,-0.000305702,0.0253871
2738,0.213146,0.336071,-0.917401,-0.123111,-0.0172049,0.00248763,-0.00119087,-0.0028915,-2.13143,1.1615,1.00559,0.0476847,0.000118625,0.0257451
2739,0.928809,-0.00307915,0.370546,-0.938451,-0.0168595,0.0024856,-0.00105515,-0.00323307,-0.59749,-0.379597,-0.00331515,0.0474491,-2.00083e-05,0.0257345
2740,-0.964789,0.0979432,0.244108,0.010276,-0.0172055,0.00252043,-0.000965673,-0.00322814,0.62063,-0.2466,3.04042,0.0476583,-0.000110001,0.0268347
2741,-0.12312,-0.955081,-0.269558,0.521553,-0.0172441,0.00217107,-0.00106366,-0.00303668,-1.63738,0.272934,-1.699,0.0470436,-1.03862e-05,0.0262051
2742,-0.915162,-0.402401,0.0234885,0.196174,-0.0175716,0.00202353,-0.00105471,-0.00296403,0.73064,-0.0234907,-2.72733,0.0472929,-1.89494e-05,0.0252009
2743,0.137848,0.92952,-0.342038,-0.742954,-0.0175149,0.00236166,-0.00117902,-0.00323381,0.648792,0.349085,1.42357,0.0475121,0.000108321,0.0257107
2744,-0.712669,0.624227,0.320069,-0.165999,-0.0177682,0.00258829,-0.00106195,-0.00329312,-3.05908,-0.325802,2.42225,0.04638,-1.04506e-05,0.0265841
2745,0.513467,0.580856,0.631631,0.0897319,-0.0175747,0.00279895,-0.000831458,-0.00325923,3.03025,-0.683655,0.846901,0.047467,-0.000259501,0.0268829
2746,0.971103,0.183538,-0.152555,-0.954454,-0.0172147,0.00286477,-0.00088671,-0.00360563,0.571691,0.153153,0.186796,0.0476579,-0.000203634,0.0269411
2747,0.253719,0.950332,0.180265,-0.456586,-0.017116,0.00320968,-0.000820765,-0.00377053,1.7729,-0.181256,1.3099,0.048286,-0.000269543,0.0274082
2748,-0.349883,0.841544,0.411564,-0.420305,-0.0172371,0.00351475,-0.000670698,-0.0039221,0.859438,-0.424169,1.96482,0.0485812,-0.000423801,0.0281132
2749,0.716178,-0.380364,0.58516,-0.806095,-0.0169703,0.0033751,-0.000457591,-0.00421391,1.19099,-0.625078,-0.488219,0.0489967,-0.00065103,0.0279254
2750,-0.755298,-0.0487102,0.653569,0.0232592,-0.0172388,0.00335616,-0.000219763,-0.00420392,-0.305838,-0.71229,-3.07719,0.0488677,-0.000909808,0.0267962
2751,0.32235,0.92594,0.196787,-0.269671,-0.0171154,0.00369153,-0.00014815,-0.00430042,2.32449,-0.19808,1.23579,0.0496949,-0.00098148,0.0272357
2752,-0.235944,-0.0533727,0.9703,0.525038,-0.0171949,0.00367079,0.000204483,-0.00410807,1.74593,-1.32647,-2.91913,0.0503113,-0.00146312,0.0261651
2753,0.691985,-0.698208,-0.183475,0.919691,-0.0169373,0.00341584,0.000137764,-0.00377251,-0.0495967,0.184521,-0.789875,0.050275,-0.00139557,0.0258687
2754,0.842109,0.106643,0.528658,0.15629,-0.0166254,0.00345332,0.000329674,-0.00371439,-2.8505,-0.557019,0.125967,0.0492217,-0.00159732,0.025905
2755,-0.395313,-0.370195,-0.840644,0.245042,-0.0167628,0.0033177,2.442e-05,-0.0036241,2.17787,0.998472,-2.38899,0.0499943,-0.00123432,0.0250285
2756,0.731386,0.404979,0.548696,-0.44747,-0.0164914,0.00346344,0.000223502,-0.00378514,1.98404,-0.580803,0.505691,0.0506961,-0.00144461,0.0252029
2757,-0.101027,0.852772,0.51242,-0.47314,-0.016522,0.00377149,0.000409283,-0.00395538,0.973018,-0.538,1.68872,0.0510306,-0.00163923,0.0258062
2758,0.9184,0.382158,-0.102452,0.353895,-0.016183,0.00390869,0.000371987,-0.00382563,2.4227,0.102632,0.394319,0.0518905,-0.00160142,0.0259399
2759,0.495539,0.842024,0.21316,-0.472519,-0.0159976,0.00421247,0.000449112,-0.00399551,1.86225,-0.214808,1.03887,0.0525467,-0.0016787,0.026307
2760,0.908292,-0.0190689,-0.417902,-0.643143,-0.0156627,0.00420403,0.000297536,-0.00422709,1.69957,0.431135,-0.0209912,0.0531435,-0.00152188,0.0262899
2761,0.613918,0.777069,0.138813,0.439251,-0.0154347,0.00448395,0.000347704,-0.00406647,2.05222,-0.139263,0.902156,0.0538675,-0.00157177,0.0266071
2762,-0.754252,-0.321215,0.572647,-0.059624,-0.0157022,0.00436603,0.000554909,-0.00408658,-0.808797,-0.609731,-2.73898,0.0535552,-0.00179196,0.0256058
2763,-0.226111,0.278247,0.933516,-0.490235,-0.0157783,0.00446516,0.000892571,-0.00426253,3.02691,-1.2041,2.25319,0.0546313,-0.0022271,0.026412
2764,0.195421,-0.502147,0.842412,0.560314,-0.0157019,0.00428187,0.00119703,-0.00405827,-0.803798,-1.00174,-1.19966,0.0543207,-0.00258872,0.0259684
2765,0.175671,-0.8022,-0.570627,0.766445,-0.0156327,0.00399019,0.00099022,-0.00377961,-0.441953,0.607269,-1.35521,0.0541412,-0.00236816,0.0254689
2766,-0.606745,0.428653,0.669416,-0.350397,-0.0158464,0.00414372,0.00123188,-0.00390492,-3.07902,-0.733423,2.52653,0.0530085,-0.00263246,0.0263731
2767,-0.709416,-0.233221,-0.665084,0.0535365,-0.016097,0.00405794,0.00099107,-0.00388416,0.514505,0.727606,-2.82397,0.0531753,-0.00236855,0.025343
2768,-0.435625,0.0527722,-0.89858,0.0678104,-0.0162486,0.00407554,0.000666081,-0.00385826,0.063335,1.11652,3.02104,0.053179,-0.00196432,0.0264253
2769,0.752814,0.316215,0.577303,0.800397,-0.0159709,0.00418826,0.000874328,-0.00356781,0.962698,-0.615422,0.397666,0.0535074,-0.00218587,0.0265593
2770,0.813787,0.572111,-0.102173,-0.349432,-0.0156713,0.00439329,0.000837127,-0.00369267,-2.35777,0.102352,0.612752,0.0526369,-0.00214813,0.0267709
2771,-0.691793,-0.712807,-0.115452,0.391355,-0.0159153,0.00413446,0.00079516,-0.00355011,-0.42894,0.11571,-2.34123,0.0524631,-0.0021056,0.0259164
2772,-0.19287,0.973605,0.122047,-0.607581,-0.0159792,0.0044842,0.000838902,-0.00376801,-0.741515,-0.122352,1.76636,0.0521767,-0.00214898,0.0265442
2773,0.0143047,0.524923,-0.85103,-0.397177,-0.0159682,0.00467188,0.000531701,-0.00390988,-0.963402,1.01794,1.54355,0.0518105,-0.00178111,0.0270913
2774,-0.32771,-0.643062,-0.692154,-0.324038,-0.0160806,0.00443838,0.000281994,-0.00402528,-3.11673,0.76447,-2.0421,0.0506682,-0.00150488,0.0263454
2775,-0.948146,0.295792,-0.116306,-0.0585469,-0.0164165,0.00454337,0.000239981,-0.00404493,-1.66585,0.11657,2.83919,0.0500497,-0.00146234,0.027359
2776,-0.0322541,0.0353402,-0.998855,0.677995,-0.0164222,0.00455447,-0.000119924,-0.00379924,1.82358,1.52293,2.31057,0.0506885,-0.000913202,0.0281815
2777,0.588187,0.491219,-0.642449,0.479213,-0.0162045,0.00472971,-0.000351227,-0.00362531,2.26832,0.697689,0.695804,0.0514871,-0.000661634,0.0284219
2778,0.212749,-0.889079,0.40531,0.546396,-0.0161221,0.00440797,-0.0002052,-0.00342731,-1.25505,-0.417318,-1.33592,0.0510168,-0.000811619,0.0279308
2779,-0.532032,0.834114,-0.145591,-0.169732,-0.0163077,0.00470653,-0.000257516,-0.00348716,2.68995,0.14611,2.13858,0.0519664,-0.00075875,0.0286903
2780,-0.125156,-0.0798953,0.988915,-0.24437,-0.0163469,0.0046761,9.83012e-05,-0.00357381,0.103075,-1.42176,-2.57344,0.0519848,-0.0012699,0.0277543
2781,0.0489119,0.668534,-0.742072,-0.0835744,-0.0163234,0.00491481,-0.00016857,-0.00360257,-2.12703,0.836156,1.49776,0.0512013,-0.000968779,0.0282829
2782,-0.265044,-0.938834,-0.21987,-0.0183964,-0.0164128,0.00457558,-0.000247543,-0.00360789,2.78885,0.221681,-1.84595,0.0521853,-0.000888746,0.0276092
2783,0.974288,0.121263,0.189891,0.830875,-0.0160568,0.00461751,-0.000179222,-0.00330804,1.14883,-0.191051,0.123827,0.0525794,-0.000957076,0.0276437
2784,0.84309,-0.535697,-0.0471995,0.407896,-0.0157482,0.00442343,-0.000196111,-0.00316034,2.25015,0.047217,-0.566041,0.0533687,-0.000939772,0.0274305
2785,-0.348384,0.928081,-0.131507,0.521561,-0.0158677,0.00475508,-0.000243261,-0.00297193,1.02687,0.131889,1.9299,0.0537183,-0.000892078,0.0281136
2786,0.496092,-0.719821,-0.485541,-0.76037,-0.0156839,0.004495,-0.000417452,-0.00324379,0.722951,0.506981,-0.967364,0.0539585,-0.000709783,0.0277563
2787,-0.194196,-0.34961,0.916548,0.561535,-0.0157479,0.00436795,-8.84366e-05,-0.00304114,0.707245,-1.15936,-2.07783,0.0541929,-0.00112552,0.0270008
2788,-0.362287,0.3547,0.861937,0.0580982,-0.0158722,0.00449361,0.000220755,-0.00301921,1.44546,-1.03908,2.36678,0.0546919,-0.00149781,0.02784
2789,-0.454264,0.833613,0.314218,-0.475649,-0.0160294,0.00479089,0.000333339,-0.00318867,0.322253,-0.319633,2.06974,0.0547878,-0.00161188,0.0285721
2790,-0.681746,-0.630681,0.370762,0.349507,-0.016268,0.00456312,0.000466109,-0.00306226,-0.0932759,-0.379829,-2.39508,0.0547348,-0.00174744,0.0277035
2791,0.397438,-0.398159,0.826748,0.132797,-0.0161198,0.00441883,0.000762161,-0.00301358,-3.02865,-0.973302,-0.786305,0.05363,-0.00209554,0.0274118
2792,0.431296,0.400969,0.808213,-0.577577,-0.0159596,0.00456086,0.00105136,-0.00321937,1.24392,-0.94111,0.748976,0.0540563,-0.00243187,0.0276702
2793,-0.221542,0.966399,0.13035,0.424236,-0.0160332,0.00490523,0.00109766,-0.00306632,-1.81003,-0.130722,1.79615,0.0533889,-0.0024778,0.0283034
2794,0.511248,0.848836,0.134552,0.393399,-0.0158444,0.00520728,0.00114542,-0.00292443,-2.27866,-0.134961,1.02869,0.0525543,-0.00252522,0.0286615
2795,-0.170029,-0.473986,-0.86396,0.434853,-0.0158996,0.00503584,0.000835902,-0.0027678,-3.02912,1.04308,-1.91522,0.0514517,-0.00215112,0.027966
2796,-0.718567,0.0618356,0.692704,0.0507493,-0.0161509,0.00505615,0.00108335,-0.00274866,-0.0587795,-0.765231,3.05575,0.0514123,-0.00242404,0.0290489
2797,0.267598,0.207332,0.940959,-0.585328,-0.0160495,0.00512847,0.00141938,-0.00295694,-1.96155,-1.22545,0.659178,0.0506926,-0.0028613,0.0292742
2798,0.488688,0.551232,0.67626,0.695018,-0.0158691,0.00532365,0.00166057,-0.00270749,-1.61511,-0.742673,0.845469,0.0500972,-0.00312571,0.0295659
2799,-0.930565,0.0877587,0.355454,0.179116,-0.0161959,0.0053531,0.00178697,-0.00264253,-2.08198,-0.3634,3.04756,0.0493355,-0.00325442,0.0306441
2800,0.888867,-0.451872,-0.0756746,0.943965,-0.0158726,0.0051898,0.0017593,-0.00230445,0.461845,0.075747,-0.47032,0.0494828,-0.00322621,0.0304652
2801,-0.566128,0.531194,-0.630342,-0.257505,-0.0160691,0.0053776,0.00153363,-0.00239556,-2.8511,0.681994,2.38802,0.0484473,-0.00298157,0.0313069
2802,0.379946,-0.038848,0.924192,0.405143,-0.0159278,0.00536181,0.00186292,-0.00225012,-2.05441,-1.17892,-0.101892,0.0476968,-0.00340125,0.0312593
2803,0.52257,0.79409,-0.31039,-0.856409,-0.0157356,0.0056432,0.00175152,-0.00255485,0.556017,0.315604,0.988766,0.0478781,-0.00328744,0.031601
2804,0.401461,-0.336861,-0.851677,-0.808556,-0.0155868,0.00552105,0.00144716,-0.0028423,-0.925063,1.01918,-0.698125,0.0475311,-0.0029228,0.0313407
2805,-0.673492,0.447371,-0.588445,-0.240756,-0.0158214,0.00567857,0.00123686,-0.00292711,-2.77255,0.629134,2.55526,0.0465258,-0.00269747,0.0322405
2806,-0.402049,0.524293,-0.750649,-0.48317,-0.015959,0.0058634,0.000968902,-0.00309826,0.509044,0.849043,2.22499,0.0466906,-0.00239392,0.0330219
2807,0.614032,0.776252,0.142823,-0.849429,-0.0157346,0.00613785,0.00101944,-0.00339977,-0.732467,-0.143313,0.901554,0.046413,-0.00244413,0.0333314
2808,0.230479,0.0131608,-0.972988,0.0296075,-0.0156469,0.00614035,0.000672569,-0.00338802,3.11118,1.33784,0.0570401,0.0475045,-0.00196682,0.0333398
2809,0.165327,0.34666,0.923306,-0.138256,-0.0155825,0.00626157,0.00100102,-0.00343603,1.9805,-1.1766,1.12579,0.0481926,-0.00238498,0.0337287
2810,-0.0834947,0.553461,0.82868,0.277407,-0.0156067,0.00645631,0.00129557,-0.00333608,1.19082,-0.976745,1.72053,0.0485992,-0.00273173,0.034329
2811,-0.251312,-0.474411,-0.843668,0.5624,-0.0156905,0.00628524,0.00099498,-0.00313483,-2.28834,1.00408,-2.05795,0.0477679,-0.00237356,0.0335847
2812,-0.0679318,-0.94052,-0.332879,0.662655,-0.0157091,0.00594854,0.000876249,-0.00289806,-0.849673,0.339355,-1.6429,0.0474487,-0.00225204,0.0329885
2813,0.546508,0.0795355,-0.833669,0.174102,-0.0155092,0.0059747,0.000579574,-0.00283514,2.82069,0.985718,0.14452,0.0484346,-0.00190082,0.0330281
2814,0.537086,0.0117867,0.843445,-0.499785,-0.0153129,0.00597676,0.0008791,-0.00301174,-1.94038,-1.00366,0.0219421,0.0477278,-0.00225681,0.0330242
2815,0.0435292,0.422529,0.905303,-0.383637,-0.015292,0.00612474,0.00120039,-0.00314695,0.980653,-1.13209,1.46814,0.0480593,-0.00265818,0.033534
2816,0.760398,-0.509498,0.402749,0.892031,-0.0150165,0.00594164,0.00134298,-0.00282906,-0.502279,-0.414518,-0.590335,0.0478638,-0.00280443,0.0333125
2817,0.103257,-0.292985,0.950525,-0.262159,-0.0149745,0.00583552,0.00167993,-0.00292112,-1.47154,-1.25492,-1.23196,0.0473245,-0.00324892,0.0328633
2818,0.663767,-0.603641,-0.441622,-0.205136,-0.0147336,0.00561924,0.00152262,-0.00299288,-2.86744,0.457406,-0.737994,0.0462901,-0.00308545,0.0325898
2819,0.221475,0.975122,-0.00924703,0.723953,-0.0146499,0.00596316,0.0015188,-0.002735,-0.764914,0.00924716,1.34746,0.0460024,-0.00308108,0.0330562
2820,-0.265128,0.480878,-0.835741,0.606152,-0.0147387,0.00613157,0.0012219,-0.00251909,1.49328,0.989481,2.07467,0.0465156,-0.0027291,0.0337802
2821,0.592916,-0.407358,-0.69463,-0.882404,-0.0145233,0.00598499,0.000975231,-0.00283099,-0.549811,0.767905,-0.601976,0.0463042,-0.00245593,0.0335548
2822,0.261202,0.285655,-0.922049,-0.40419,-0.0144256,0.0060841,0.000648149,-0.00297322,-1.50369,1.17334,0.830083,0.0457549,-0.00203927,0.0338371
2823,0.68948,-0.701065,-0.182004,0.443058,-0.0141762,0.0058336,0.000583447,-0.00281522,-2.21247,0.183024,-0.793729,0.044955,-0.00197372,0.0335439
2824,-0.808877,0.550688,0.206062,0.062355,-0.0144576,0.00602654,0.000656209,-0.00279214,2.89583,-0.207549,2.54387,0.0459645,-0.00204651,0.0344328
2825,-0.834806,0.348738,0.426006,-0.0149317,-0.014748,0.00614785,0.000806775,-0.00279644,1.56556,-0.440073,2.74588,0.0465024,-0.00220157,0.0353926
2826,0.433323,-0.628357,0.646064,0.558537,-0.0145895,0.00592333,0.0010351,-0.0025978,-1.3204,-0.702417,-0.967076,0.0460187,-0.00244934,0.0350379
2827,0.859667,0.482752,0.167105,0.656613,-0.0142802,0.006092,0.00109385,-0.00236462,1.5995,-0.167893,0.511673,0.0465682,-0.00250787,0.0352065
2828,-0.526598,0.491392,-0.693706,0.48456,-0.0144614,0.0062636,0.000848162,-0.00219244,1.41419,0.766622,2.39076,0.0470518,-0.0022359,0.0360395
2829,0.903218,0.368351,0.220263,0.192835,-0.014137,0.00639159,0.000925721,-0.0021235,2.6999,-0.222084,0.38723,0.0479896,-0.00231361,0.0361636
2830,0.164263,-0.976103,-0.142269,-0.527289,-0.014074,0.00604442,0.000875123,-0.00230907,1.49479,0.142753,-1.40407,0.0485008,-0.00226235,0.0356547
2831,-0.652913,-0.295015,-0.697618,-0.369457,-0.0142996,0.00593808,0.000628393,-0.00243876,-1.20621,0.772068,-2.71721,0.0480576,-0.00198883,0.0346823
2832,0.484458,0.760084,-0.433097,-0.845065,-0.0141235,0.00620437,0.000475241,-0.0027363,-0.143029,0.447926,1.00335,0.0479901,-0.00182996,0.0350243
2833,0.910188,-0.175918,0.374981,-0.357177,-0.0137972,0.00614009,0.000607435,-0.00286141,2.43056,-0.384376,-0.190922,0.0488311,-0.00196499,0.0349446
2834,0.291633,-0.871928,-0.393309,0.682529,-0.0136895,0.00583025,0.000468438,-0.00261956,0.819286,0.404227,-1.24802,0.049103,-0.00182167,0.0344919
2835,0.385308,-0.219469,0.89631,-0.815843,-0.0135487,0.00575078,0.000784432,-0.00290642,0.723858,-1.11138,-0.517762,0.049341,-0.00221304,0.0342971
2836,0.485626,-0.857045,0.172169,0.68913,-0.0133727,0.00544655,0.000844864,-0.0026624,-1.1874,-0.173031,-1.05528,0.0489049,-0.00227327,0.0339129
2837,0.817981,0.356248,0.451657,0.942759,-0.0130797,0.0055702,0.00100377,-0.00232915,-0.398592,-0.468622,0.410748,0.0487472,-0.00243766,0.0340457
2838,-0.220819,0.61188,0.759501,0.191145,-0.0131529,0.00578384,0.00127103,-0.00226098,1.35896,-0.862546,1.91714,0.0492089,-0.00274072,0.0347092
2839,-0.959822,-0.0912657,0.265354,0.14045,-0.0134863,0.00574966,0.00136405,-0.00221071,2.19665,-0.268571,-3.04679,0.0499653,-0.00283436,0.0336238
2840,0.0730555,-0.618302,-0.782538,0.505096,-0.0134558,0.00552992,0.00108803,-0.00203208,-2.42971,0.898732,-1.45319,0.0490921,-0.00251691,0.0331003
2841,-0.704279,0.709333,0.0289308,0.0102956,-0.013699,0.00577765,0.00109783,-0.00202774,3.12567,-0.0289348,2.35262,0.0501751,-0.00252621,0.0339167
2842,-0.413755,0.854635,0.313696,-0.202075,-0.0138398,0.00607634,0.00120782,-0.00209813,-2.8791,-0.319083,2.02167,0.0491444,-0.00263759,0.0346161
2843,-0.697518,-0.134227,-0.703884,-0.220842,-0.0140802,0.00602699,0.000959814,-0.00217507,-0.752525,0.780851,-2.95148,0.0488624,-0.00236201,0.0335658
2844,0.775289,0.561312,-0.289579,-0.709741,-0.0138027,0.00622223,0.000857655,-0.00242387,-1.33959,0.293787,0.626654,0.0483742,-0.00225787,0.0337744
